Track_ID,Start_Junction,End_Junction,Track_Length,Max_Capacity,Signal_Positions,Halt_Positions,Track_Type,Electrified,Max_Speed_Limit
TK1751,JN0508,JN0113,499.88,2,"[110.17, 20.26, 92.32, 409.2, 1.53, 21.94, 63.49, 210.07, 166.83, 88.9, 55.46, 469.32, 455.51, 385.86, 125.98, 161.81, 332.84, 145.81, 265.25, 325.56, 259.54, 206.59, 173.9, 388.78]","[369.41, 348.03, 187.29, 387.77, 478.74, 344.41, 203.9, 398.14, 304.58]",Yard Track,No,140
TK1752,JN0763,JN0790,335.38,3,"[298.85, 24.89, 221.0, 163.36, 230.24, 106.38, 238.36, 60.46, 260.05, 251.32, 317.53, 58.1, 242.14, 108.21, 94.53, 134.69]","[95.65, 83.24, 257.7, 234.6, 36.68, 187.87]",Junction Track,Yes,100
TK1753,JN0108,JN0607,344.91,1,"[107.86, 1.94, 168.24, 312.42, 276.73, 236.15, 118.49, 80.01, 118.17, 42.44, 34.31, 198.16, 280.76, 34.28, 115.61, 42.34, 107.09]","[286.37, 12.02, 223.23, 20.64, 147.12, 163.51]",Single Line,Yes,80
TK1754,JN0249,JN0673,217.52,2,"[77.21, 217.41, 206.86, 20.32, 211.77, 160.59, 215.85, 167.69, 28.05, 163.24]","[158.05, 36.27, 163.83, 146.77]",Loop,No,100
TK1755,JN0751,JN0852,30.16,7,[24.57],[],Double Line,No,80
TK1756,JN0167,JN0043,71.59,2,"[8.08, 42.62, 15.3]",[38.79],Junction Track,Yes,100
TK1757,JN0215,JN0244,344.08,5,"[45.42, 69.94, 39.64, 75.89, 199.24, 88.2, 118.0, 18.14, 306.99, 47.54, 119.97, 130.57, 265.68, 166.38, 131.77, 239.44, 205.42]","[26.88, 107.6, 336.72, 166.31, 145.96, 51.58]",Double Line,No,140
TK1758,JN0796,JN0180,321.13,1,"[315.17, 40.95, 155.37, 64.62, 225.35, 125.78, 208.24, 108.67, 181.29, 150.65, 120.22, 172.61, 123.25, 258.83, 159.03, 290.02]","[71.55, 36.01, 122.34, 58.98, 126.24, 66.6]",Single Line,No,80
TK1759,JN0668,JN0016,69.53,2,"[45.25, 43.5, 6.29]",[19.54],Junction Track,No,140
TK1760,JN0343,JN0133,211.37,4,"[73.55, 169.83, 204.25, 120.87, 134.27, 164.61, 139.89, 179.31, 186.87, 132.68]","[112.68, 82.66, 97.57, 73.02]",Junction Track,Yes,160
TK1761,JN0177,JN0349,484.31,2,"[37.87, 405.33, 421.67, 218.17, 262.7, 358.3, 182.03, 97.58, 55.54, 113.93, 312.54, 168.39, 420.23, 42.4, 201.65, 124.45, 429.92, 390.45, 476.71, 57.76, 378.85, 60.96, 75.08, 18.98]","[225.06, 60.97, 168.71, 133.76, 472.85, 318.8, 198.79, 425.44, 30.92]",Loop,Yes,120
TK1762,JN0656,JN0756,140.22,3,"[25.19, 129.23, 13.47, 124.54, 63.62, 80.38, 39.49]","[38.33, 69.0]",Yard Track,Yes,160
TK1763,JN0605,JN0003,131.08,2,"[67.92, 6.01, 123.18, 38.57, 119.87, 106.58]","[54.15, 7.43]",Loop,No,80
TK1764,JN0716,JN0712,20.28,2,[4.6],[],Single Line,Yes,140
TK1765,JN0333,JN0058,39.64,3,[30.78],[],Junction Track,Yes,140
TK1766,JN0828,JN0231,214.14,5,"[120.74, 148.02, 76.42, 80.69, 23.53, 210.73, 131.1, 113.56, 45.26, 104.51]","[95.79, 55.37, 95.57, 43.58]",Double Line,No,120
TK1767,JN0308,JN0559,367.5,8,"[30.0, 350.98, 269.52, 190.31, 273.18, 224.71, 65.43, 232.79, 250.27, 87.27, 117.65, 140.86, 221.43, 46.6, 273.23, 127.16, 254.23, 342.83]","[319.68, 271.06, 71.05, 269.04, 233.65, 283.91, 319.29]",Double Line,Yes,140
TK1768,JN0902,JN0291,262.72,1,"[5.01, 218.28, 170.29, 25.46, 262.17, 161.69, 105.31, 232.56, 10.94, 188.46, 37.76, 145.15, 25.21]","[178.42, 122.15, 1.76, 18.76, 184.7]",Single Line,Yes,80
TK1769,JN0950,JN0717,182.43,3,"[155.94, 167.79, 150.14, 23.25, 12.13, 10.66, 178.81, 91.42, 21.01]","[99.29, 129.58, 17.24]",Yard Track,Yes,140
TK1770,JN0721,JN0029,162.52,6,"[111.5, 6.63, 101.57, 125.46, 2.08, 121.89, 21.16, 113.45]","[73.99, 89.71, 54.83]",Double Line,Yes,120
TK1771,JN0057,JN0687,307.16,6,"[75.06, 259.75, 98.1, 253.95, 273.87, 17.87, 156.65, 129.12, 120.75, 114.1, 163.41, 39.99, 267.63, 171.39, 106.62]","[74.65, 189.39, 241.65, 135.42, 302.41, 164.51]",Double Line,No,160
TK1772,JN0953,JN0098,433.81,5,"[403.13, 348.44, 217.11, 132.92, 363.77, 126.46, 235.06, 86.25, 349.01, 326.58, 126.57, 50.91, 76.81, 267.38, 65.09, 138.87, 364.05, 35.47, 252.12, 173.45, 52.19]","[221.0, 224.13, 164.02, 24.0, 89.74, 175.57, 120.26, 69.64]",Junction Track,Yes,80
TK1773,JN0009,JN0303,93.82,3,"[64.51, 43.66, 10.64, 1.73]",[58.77],Junction Track,Yes,140
TK1774,JN0208,JN0726,439.36,4,"[313.83, 178.15, 333.73, 281.37, 158.65, 189.91, 309.15, 234.95, 381.52, 410.01, 315.33, 434.62, 262.1, 17.5, 221.81, 101.06, 146.62, 215.32, 129.63, 136.04, 176.63]","[125.86, 74.47, 336.36, 173.64, 365.44, 387.83, 329.95, 174.28]",Junction Track,No,80
TK1775,JN0194,JN0489,205.99,2,"[155.74, 80.96, 0.03, 9.98, 168.45, 127.65, 173.96, 56.37, 64.75, 127.07]","[137.01, 5.46, 186.87, 164.62]",Yard Track,Yes,80
TK1776,JN0161,JN0867,451.93,2,"[384.65, 2.01, 124.64, 415.74, 36.82, 274.32, 229.3, 68.55, 19.2, 227.13, 332.22, 80.1, 312.42, 246.92, 161.72, 300.27, 86.76, 206.5, 248.24, 207.3, 179.64, 334.84]","[296.51, 288.99, 403.03, 448.99, 256.33, 157.39, 351.99, 64.22, 231.8]",Single Line,Yes,140
TK1777,JN0715,JN0042,239.14,2,"[55.82, 78.78, 224.36, 235.24, 108.45, 8.26, 223.09, 6.07, 78.97, 21.45, 122.38]","[8.99, 53.9, 109.73, 17.74]",Yard Track,Yes,160
TK1778,JN0493,JN0025,346.66,4,"[79.51, 247.54, 309.91, 261.04, 181.98, 36.44, 261.7, 36.62, 120.53, 106.77, 124.53, 114.24, 266.65, 59.53, 293.22, 297.53, 170.19]","[36.8, 199.47, 284.59, 100.35, 290.42, 234.66]",Yard Track,No,80
TK1779,JN0020,JN0205,227.26,4,"[221.48, 42.3, 12.38, 149.01, 201.03, 128.41, 18.15, 95.85, 148.79, 74.55, 192.01]","[51.06, 82.83, 208.27, 130.34]",Yard Track,Yes,100
TK1780,JN0744,JN0160,399.84,5,"[359.02, 89.5, 358.06, 279.68, 170.07, 78.42, 80.05, 237.54, 166.36, 237.99, 132.05, 91.99, 334.49, 367.87, 281.99, 64.61, 36.91, 215.55, 220.05]","[255.6, 362.33, 258.62, 366.31, 47.06, 283.59, 370.83]",Double Line,Yes,100
TK1781,JN0659,JN0563,471.77,1,"[29.12, 371.12, 30.09, 74.74, 180.08, 263.12, 415.87, 454.66, 417.35, 50.5, 297.8, 208.39, 59.35, 261.89, 168.26, 163.13, 44.56, 461.8, 342.49, 132.25, 432.84, 447.28, 382.31]","[311.05, 177.56, 204.91, 214.66, 447.6, 358.61, 137.76, 294.69, 280.19]",Single Line,No,120
TK1782,JN0261,JN0254,277.54,2,"[203.09, 92.04, 202.63, 45.08, 273.63, 222.97, 80.25, 205.52, 37.69, 181.35, 16.55, 92.53, 271.56]","[33.56, 165.81, 19.6, 185.78, 77.34]",Single Line,Yes,140
TK1783,JN0454,JN0348,419.0,3,"[44.6, 97.81, 256.52, 406.58, 253.42, 137.05, 342.49, 56.75, 369.45, 408.39, 405.44, 61.88, 230.28, 245.08, 81.67, 229.1, 270.9, 137.83, 132.27, 25.24]","[400.91, 336.71, 318.21, 9.13, 261.58, 75.68, 277.26, 260.26]",Junction Track,No,80
TK1784,JN0203,JN0041,454.77,2,"[403.24, 387.98, 134.53, 69.28, 391.63, 276.66, 142.41, 277.71, 30.1, 86.47, 248.21, 245.2, 112.18, 446.63, 187.57, 322.23, 117.54, 193.04, 378.02, 385.92, 61.51, 161.29]","[92.39, 404.87, 342.84, 256.18, 295.64, 415.73, 137.92, 6.22, 11.99]",Single Line,Yes,80
TK1785,JN0428,JN0192,490.64,6,"[51.69, 213.27, 314.58, 259.14, 14.32, 284.14, 113.83, 167.54, 153.18, 421.22, 23.34, 170.74, 193.71, 303.62, 387.1, 357.02, 369.26, 94.39, 447.33, 203.2, 5.45, 327.79, 296.35, 61.8]","[470.95, 275.52, 230.24, 195.33, 102.96, 467.49, 344.51, 278.49, 309.69]",Double Line,No,160
TK1786,JN0456,JN0360,481.63,3,"[465.42, 353.38, 165.68, 65.21, 232.28, 327.19, 85.38, 312.79, 397.64, 75.64, 339.92, 32.87, 3.83, 15.72, 304.15, 468.8, 371.51, 122.53, 34.53, 297.0, 1.56, 381.73, 117.09, 144.11]","[165.67, 367.75, 127.99, 137.01, 260.56, 222.99, 460.23, 126.86, 44.26]",Loop,Yes,140
TK1787,JN0108,JN0256,451.04,8,"[349.5, 427.86, 424.23, 236.71, 443.49, 295.85, 57.95, 400.69, 211.4, 68.87, 356.96, 281.63, 397.87, 373.16, 144.38, 115.61, 330.99, 258.59, 31.52, 81.93, 68.27, 266.02]","[38.68, 93.68, 245.99, 60.01, 111.98, 409.0, 314.43, 138.42, 395.72]",Double Line,Yes,140
TK1788,JN0263,JN0662,188.94,2,"[55.24, 134.04, 127.29, 115.24, 56.36, 49.73, 63.54, 59.02, 14.71]","[151.58, 69.77, 133.51]",Single Line,Yes,100
TK1789,JN0655,JN0051,456.54,4,"[122.69, 161.34, 424.9, 33.74, 211.26, 90.51, 162.45, 309.09, 444.19, 317.17, 403.97, 67.23, 82.81, 400.28, 277.36, 361.64, 101.74, 159.15, 37.0, 408.87, 436.62, 391.47]","[199.59, 155.74, 211.2, 291.1, 197.0, 192.49, 196.79, 339.93, 359.2]",Loop,No,100
TK1790,JN0754,JN0830,255.76,9,"[202.64, 234.3, 235.65, 135.48, 8.05, 4.89, 240.14, 86.28, 96.56, 120.18, 67.98, 151.0]","[200.67, 65.82, 190.04, 171.87, 134.42]",Double Line,Yes,160
TK1791,JN0170,JN0666,392.37,1,"[361.11, 199.33, 283.56, 179.27, 85.85, 48.64, 53.49, 8.37, 216.94, 51.44, 339.67, 385.66, 194.56, 176.44, 136.57, 250.34, 238.57, 134.73, 134.65]","[253.0, 217.59, 281.94, 369.37, 305.89, 119.42, 297.86]",Single Line,Yes,100
TK1792,JN0427,JN0481,126.81,2,"[6.54, 86.95, 95.07, 43.8, 59.0, 74.86]","[9.33, 90.2]",Single Line,Yes,160
TK1793,JN0919,JN0744,52.18,1,"[21.24, 9.8]",[21.13],Single Line,Yes,120
TK1794,JN0190,JN0034,42.66,2,"[2.97, 12.9]",[],Single Line,Yes,120
TK1795,JN0111,JN0573,127.13,2,"[108.86, 53.33, 45.16, 88.67, 65.19, 42.88]","[7.39, 21.19]",Junction Track,No,140
TK1796,JN0088,JN0105,490.29,2,"[142.6, 220.03, 360.79, 21.63, 383.03, 99.36, 372.39, 306.66, 166.49, 354.85, 115.87, 107.73, 30.27, 192.72, 47.9, 205.68, 4.81, 76.04, 457.13, 390.05, 115.79, 352.17, 327.75, 86.74]","[181.92, 447.98, 362.18, 372.79, 276.47, 326.3, 249.43, 363.25, 359.25]",Single Line,Yes,120
TK1797,JN0374,JN0413,449.9,5,"[377.32, 98.44, 378.42, 106.33, 346.74, 243.93, 301.88, 377.05, 442.71, 38.55, 308.35, 431.33, 168.17, 150.15, 305.92, 180.84, 96.49, 72.64, 86.66, 316.87, 413.32, 362.63]","[201.65, 237.82, 279.02, 260.92, 435.72, 398.92, 19.59, 376.01]",Double Line,Yes,80
TK1798,JN0380,JN0124,474.95,3,"[10.22, 452.88, 7.3, 73.76, 256.13, 306.89, 346.24, 117.27, 142.96, 113.94, 115.92, 371.31, 450.25, 282.98, 74.77, 31.08, 113.6, 84.44, 274.77, 331.48, 2.18, 208.8, 295.88]","[91.61, 427.92, 260.75, 164.05, 8.87, 230.02, 159.56, 460.49, 179.89]",Junction Track,No,160
TK1799,JN0545,JN0385,88.38,3,"[25.08, 65.73, 53.23, 69.79]",[87.0],Junction Track,No,100
TK1800,JN0264,JN0763,431.35,3,"[229.97, 420.3, 306.15, 131.62, 288.48, 17.21, 203.0, 102.34, 21.22, 107.8, 311.63, 237.76, 10.11, 176.74, 324.45, 411.77, 377.16, 0.66, 94.34, 89.61, 178.19]","[278.55, 66.03, 394.98, 335.21, 180.88, 251.91, 233.71, 251.15]",Junction Track,No,140
TK1801,JN0252,JN0825,131.69,4,"[83.73, 1.65, 14.23, 12.02, 49.34, 81.91]","[131.15, 33.46]",Loop,Yes,80
TK1802,JN0009,JN0346,372.47,5,"[327.61, 320.64, 37.54, 54.93, 182.93, 136.96, 261.87, 184.35, 7.49, 105.99, 335.78, 190.52, 297.21, 149.84, 252.15, 62.95, 274.34, 292.98]","[33.57, 68.28, 172.41, 237.43, 237.45, 248.88, 266.1]",Yard Track,Yes,140
TK1803,JN0175,JN0928,374.07,1,"[76.22, 71.44, 154.25, 153.15, 236.6, 38.77, 237.7, 169.69, 77.68, 291.11, 177.33, 268.23, 344.36, 132.2, 335.88, 74.94, 83.09, 248.27]","[38.39, 170.12, 79.99, 213.54, 301.81, 15.87, 154.61]",Single Line,No,140
TK1804,JN0877,JN0925,57.41,6,"[21.24, 56.87]",[22.85],Double Line,No,160
TK1805,JN0927,JN0860,299.77,2,"[71.49, 27.53, 32.56, 179.62, 118.96, 270.53, 139.02, 150.93, 278.26, 150.38, 150.48, 108.87, 212.96, 117.58]","[176.36, 134.12, 158.5, 247.92, 124.03]",Single Line,Yes,100
TK1806,JN0777,JN0216,231.69,2,"[223.12, 79.4, 227.81, 44.48, 231.61, 17.59, 165.25, 171.55, 157.45, 180.16, 109.32]","[12.54, 82.89, 148.82, 149.73]",Loop,Yes,140
TK1807,JN0393,JN0992,477.89,6,"[41.33, 442.34, 443.35, 3.79, 242.01, 280.59, 264.61, 294.27, 240.54, 140.41, 45.74, 99.58, 353.76, 115.2, 396.51, 192.82, 198.07, 415.04, 102.41, 90.62, 470.91, 258.35, 91.05]","[79.24, 411.78, 286.66, 54.98, 423.84, 212.14, 472.8, 134.65, 252.71]",Double Line,Yes,140
TK1808,JN0598,JN0155,204.75,3,"[57.96, 198.58, 7.87, 101.73, 128.84, 135.29, 154.5, 155.81, 195.64, 154.73]","[168.65, 108.99, 134.66, 97.9]",Junction Track,Yes,80
TK1809,JN0050,JN0959,109.7,4,"[27.16, 56.67, 100.51, 44.53, 24.42]","[38.05, 96.19]",Junction Track,No,80
TK1810,JN0703,JN0234,165.31,9,"[81.44, 30.52, 50.85, 15.69, 32.67, 57.23, 70.14, 116.85]","[75.78, 8.11, 124.93]",Double Line,Yes,80
TK1811,JN0387,JN0975,269.3,2,"[241.43, 214.8, 125.38, 200.75, 56.04, 3.7, 153.5, 219.0, 116.72, 153.3, 113.69, 138.43, 238.15]","[128.76, 2.01, 215.4, 166.35, 196.69]",Yard Track,No,160
TK1812,JN0178,JN0446,79.54,5,"[73.52, 63.3, 47.51]",[61.16],Double Line,Yes,140
TK1813,JN0416,JN0425,246.83,8,"[166.06, 158.23, 18.21, 149.05, 193.36, 0.1, 220.09, 235.04, 31.64, 132.06, 27.3, 69.85]","[153.4, 74.75, 90.23, 184.17]",Double Line,Yes,100
TK1814,JN0753,JN0256,353.55,6,"[83.51, 283.71, 266.48, 71.91, 307.33, 47.63, 38.62, 124.14, 313.44, 245.88, 139.55, 55.6, 252.25, 211.83, 349.2, 270.67, 36.11]","[257.46, 91.02, 340.08, 6.81, 84.27, 176.42, 27.96]",Double Line,Yes,80
TK1815,JN0812,JN0463,446.01,2,"[419.71, 65.89, 125.0, 292.81, 126.28, 154.89, 401.87, 240.2, 149.26, 346.42, 31.52, 251.4, 44.45, 78.88, 27.85, 402.16, 21.5, 230.33, 100.34, 171.08, 220.17, 200.73]","[333.65, 406.71, 133.92, 10.95, 398.71, 436.55, 193.28, 203.29]",Single Line,Yes,140
TK1816,JN0390,JN0934,219.43,1,"[83.07, 135.28, 75.73, 104.1, 213.61, 111.48, 199.75, 9.45, 26.29, 207.25]","[28.25, 161.62, 97.87, 89.25]",Single Line,Yes,80
TK1817,JN0359,JN0498,132.16,6,"[33.18, 102.38, 72.54, 70.47, 64.51, 111.27]","[73.25, 21.09]",Double Line,Yes,160
TK1818,JN0200,JN0293,44.3,5,"[43.82, 16.34]",[],Junction Track,Yes,120
TK1819,JN0813,JN0053,329.61,5,"[325.76, 18.54, 34.43, 163.12, 123.9, 175.47, 275.23, 52.28, 210.8, 5.94, 260.41, 268.84, 125.05, 57.13, 267.34, 299.69]","[24.82, 191.11, 309.23, 212.18, 270.39, 75.75]",Loop,Yes,80
TK1820,JN0948,JN0112,394.17,2,"[74.52, 13.13, 355.62, 226.21, 206.32, 278.38, 389.58, 67.89, 52.47, 116.2, 356.31, 162.19, 312.77, 79.99, 194.56, 50.25, 162.75, 103.38, 216.57]","[307.61, 369.88, 111.88, 292.92, 349.07, 49.21, 230.96]",Yard Track,Yes,140
TK1821,JN0048,JN0223,236.11,1,"[67.85, 167.15, 94.05, 15.45, 94.25, 236.06, 61.64, 62.63, 40.11, 64.14, 135.71]","[227.75, 143.48, 96.77, 92.0]",Single Line,Yes,160
TK1822,JN0771,JN0067,21.44,5,[2.11],[],Yard Track,Yes,160
TK1823,JN0909,JN0863,91.71,7,"[3.04, 88.84, 16.64, 25.28]",[74.22],Double Line,Yes,100
TK1824,JN0132,JN0161,154.53,2,"[52.88, 127.31, 135.03, 47.21, 44.68, 47.58, 73.47]","[2.46, 1.68, 113.65]",Single Line,No,80
TK1825,JN0971,JN0502,72.65,5,"[59.78, 68.91, 40.36]",[65.44],Yard Track,Yes,160
TK1826,JN0932,JN0018,160.85,1,"[74.02, 129.97, 84.25, 158.74, 128.16, 117.19, 94.69, 66.33]","[8.5, 2.98, 7.52]",Single Line,No,80
TK1827,JN0061,JN0138,299.19,5,"[39.4, 200.04, 178.52, 16.4, 95.11, 159.94, 164.0, 243.56, 175.81, 139.57, 224.98, 170.8, 264.41, 270.9]","[180.82, 168.84, 209.81, 217.06, 217.56]",Yard Track,Yes,80
TK1828,JN0145,JN0587,161.69,5,"[69.07, 52.53, 103.61, 110.5, 159.07, 88.29, 121.68, 61.79]","[27.65, 69.5, 67.71]",Double Line,Yes,120
TK1829,JN0467,JN0065,341.78,1,"[178.88, 190.87, 139.32, 121.54, 336.77, 13.9, 140.16, 51.73, 248.23, 66.46, 302.36, 127.99, 313.47, 337.19, 263.57, 212.99, 51.23]","[318.9, 265.52, 98.45, 160.13, 23.13, 225.24]",Single Line,Yes,100
TK1830,JN0298,JN0212,165.69,9,"[70.47, 121.89, 99.34, 54.42, 68.33, 89.69, 158.47, 154.32]","[163.45, 2.72, 118.83]",Double Line,No,80
TK1831,JN0212,JN0585,363.77,5,"[120.97, 336.13, 251.42, 235.78, 239.0, 115.55, 192.99, 229.17, 111.21, 289.33, 117.04, 25.99, 73.28, 148.57, 330.33, 151.24, 32.67, 71.47]","[198.06, 64.63, 23.26, 260.03, 285.32, 309.44, 307.0]",Yard Track,Yes,140
TK1832,JN0372,JN0374,256.64,2,"[13.57, 21.39, 14.37, 246.62, 216.66, 112.69, 63.65, 18.59, 110.66, 154.07, 204.57, 13.23]","[107.24, 250.7, 30.98, 102.73, 70.59]",Junction Track,Yes,80
TK1833,JN0202,JN0118,208.72,2,"[35.24, 177.55, 104.88, 61.98, 84.47, 86.24, 160.72, 185.08, 99.28, 67.39]","[151.8, 188.96, 23.81, 166.31]",Loop,Yes,100
TK1834,JN0771,JN0437,431.98,2,"[44.72, 19.5, 59.32, 87.43, 179.69, 252.14, 139.21, 61.02, 406.2, 222.4, 320.47, 299.98, 123.07, 241.85, 260.12, 151.96, 289.75, 341.55, 157.33, 6.44, 150.9]","[50.46, 67.22, 158.08, 89.69, 403.85, 281.99, 223.92, 4.2]",Yard Track,Yes,120
TK1835,JN0843,JN0497,214.13,5,"[64.81, 82.72, 208.65, 3.32, 154.46, 203.19, 13.67, 185.46, 89.13, 188.01]","[66.01, 210.42, 138.56, 134.28]",Junction Track,No,80
TK1836,JN0357,JN0091,155.6,2,"[130.45, 77.73, 62.78, 123.52, 45.07, 107.21, 16.46]","[17.62, 100.21, 12.88]",Loop,Yes,140
TK1837,JN0517,JN0185,488.59,2,"[339.93, 260.7, 298.48, 218.36, 393.0, 310.33, 94.26, 367.77, 245.55, 18.21, 192.92, 196.28, 391.57, 114.31, 221.1, 26.58, 430.66, 216.85, 418.52, 330.89, 156.28, 348.22, 229.07, 166.72]","[326.34, 378.33, 336.45, 226.15, 126.69, 395.95, 169.37, 299.48, 56.36]",Single Line,No,100
TK1838,JN0613,JN0712,276.44,5,"[123.79, 151.33, 55.29, 157.34, 96.31, 27.29, 261.64, 22.58, 187.39, 251.06, 49.54, 65.55, 117.96]","[81.41, 209.82, 93.48, 272.52, 237.4]",Loop,No,120
TK1839,JN0267,JN0239,190.35,3,"[153.51, 104.13, 107.8, 102.28, 101.91, 37.67, 53.9, 92.82, 129.03]","[51.77, 153.45, 154.3]",Yard Track,Yes,140
TK1840,JN0534,JN0778,495.78,4,"[388.2, 118.67, 169.13, 447.02, 451.56, 141.39, 41.42, 460.59, 148.94, 59.55, 172.59, 139.81, 39.94, 487.72, 145.65, 135.04, 208.19, 205.66, 215.08, 449.49, 29.86, 466.85, 330.15, 345.81]","[78.26, 163.17, 25.89, 323.79, 168.49, 273.3, 373.19, 274.43, 35.45]",Junction Track,Yes,140
TK1841,JN0326,JN0549,340.16,5,"[237.73, 131.33, 155.22, 229.42, 211.94, 263.4, 254.72, 149.63, 65.26, 75.93, 240.4, 88.88, 149.82, 36.7, 41.59, 85.02, 28.86]","[93.39, 193.28, 253.34, 11.12, 204.3, 123.54]",Loop,Yes,140
TK1842,JN0271,JN0422,267.36,4,"[165.75, 40.27, 200.42, 260.3, 128.97, 257.32, 9.28, 9.55, 256.67, 187.22, 50.45, 97.29, 135.75]","[187.86, 225.13, 22.1, 175.54, 127.45]",Junction Track,Yes,100
TK1843,JN0594,JN0704,238.81,4,"[174.69, 103.06, 201.98, 132.66, 199.32, 146.07, 178.12, 178.62, 58.9, 137.85, 208.68]","[209.88, 91.87, 77.59, 156.17]",Double Line,No,100
TK1844,JN0384,JN0468,145.52,6,"[97.16, 119.38, 110.13, 117.83, 74.78, 22.96, 68.91]","[140.18, 44.45]",Double Line,Yes,100
TK1845,JN0724,JN0528,379.74,3,"[170.39, 264.23, 177.08, 325.45, 377.6, 92.4, 180.12, 30.86, 53.54, 352.83, 206.43, 150.04, 254.99, 212.71, 109.64, 86.05, 224.14, 71.49]","[52.85, 120.9, 327.08, 13.98, 316.42, 235.81, 15.33]",Yard Track,Yes,80
TK1846,JN0918,JN0581,395.91,5,"[310.46, 122.65, 117.05, 76.27, 268.62, 103.6, 184.04, 321.53, 313.53, 338.68, 63.77, 232.36, 362.2, 16.65, 314.56, 97.49, 265.12, 284.03, 366.45]","[201.44, 335.83, 17.94, 166.5, 174.01, 213.11, 190.57]",Junction Track,No,160
TK1847,JN0454,JN0231,225.42,5,"[125.37, 105.28, 167.93, 204.16, 123.47, 214.66, 33.4, 77.69, 187.07, 124.73, 123.3]","[103.78, 4.21, 18.11, 20.18]",Junction Track,Yes,100
TK1848,JN0114,JN0833,320.26,9,"[303.23, 28.79, 77.58, 76.19, 163.04, 144.77, 232.79, 234.63, 183.43, 189.28, 269.76, 127.12, 3.95, 68.23, 11.33, 126.02]","[114.6, 31.59, 241.81, 177.12, 72.28, 243.12]",Double Line,Yes,120
TK1849,JN0737,JN0456,386.99,8,"[315.84, 111.09, 233.23, 95.08, 230.26, 50.18, 253.67, 221.81, 200.96, 84.01, 204.78, 347.17, 48.48, 272.34, 44.01, 130.86, 264.64, 216.8, 262.48]","[372.81, 375.23, 354.05, 191.5, 131.98, 108.2, 222.79]",Double Line,Yes,120
TK1850,JN0815,JN0347,167.85,2,"[153.32, 59.55, 52.71, 105.08, 55.15, 67.54, 45.84, 57.89]","[114.04, 154.82, 97.87]",Yard Track,Yes,140
TK1851,JN0633,JN0892,455.61,5,"[341.1, 128.18, 28.4, 192.09, 123.3, 241.56, 179.45, 61.96, 381.2, 393.95, 370.48, 95.84, 195.23, 78.12, 303.07, 366.76, 264.95, 248.81, 325.75, 51.74, 112.83, 142.91]","[242.61, 444.69, 393.2, 112.56, 106.15, 198.49, 444.06, 69.46, 435.99]",Loop,Yes,160
TK1852,JN0542,JN0807,403.01,8,"[87.91, 313.83, 274.88, 354.22, 197.6, 166.63, 292.68, 108.75, 330.49, 115.25, 17.42, 222.25, 336.91, 278.27, 398.7, 56.72, 138.87, 153.12, 23.44, 17.33]","[11.87, 164.78, 340.45, 286.0, 180.05, 106.4, 6.27, 70.68]",Double Line,Yes,140
TK1853,JN0911,JN0019,464.37,4,"[124.37, 189.03, 129.75, 163.5, 58.45, 0.39, 228.3, 227.14, 72.89, 386.67, 89.07, 357.66, 88.36, 130.61, 125.33, 106.61, 442.35, 122.34, 225.2, 341.4, 148.2, 5.43, 353.71]","[131.9, 405.48, 228.08, 289.96, 441.6, 403.99, 368.08, 246.46, 78.61]",Loop,No,80
TK1854,JN0807,JN0538,384.3,3,"[382.58, 238.35, 247.93, 248.48, 339.47, 70.66, 22.73, 148.61, 217.09, 109.8, 264.86, 28.41, 303.87, 275.96, 82.22, 114.7, 310.13, 297.19, 312.73]","[123.84, 372.6, 274.9, 25.06, 183.59, 255.38, 64.81]",Junction Track,No,100
TK1855,JN0548,JN0600,154.82,6,"[70.05, 121.24, 99.7, 67.74, 40.19, 80.02, 89.67]","[97.68, 93.67, 95.57]",Double Line,Yes,100
TK1856,JN0928,JN0300,83.4,5,"[66.49, 53.6, 41.53, 8.87]",[9.39],Junction Track,Yes,80
TK1857,JN0320,JN0604,441.38,5,"[154.91, 351.53, 117.48, 283.96, 43.37, 5.42, 219.98, 203.69, 84.53, 126.49, 13.54, 352.13, 132.98, 96.86, 355.16, 17.33, 125.58, 115.97, 116.07, 5.07, 412.54, 381.41]","[182.95, 196.6, 231.35, 211.12, 343.89, 215.58, 83.34, 51.63]",Loop,No,100
TK1858,JN0464,JN0781,346.79,1,"[167.09, 38.9, 343.81, 337.55, 102.84, 295.63, 255.61, 50.83, 8.29, 4.88, 22.79, 217.57, 170.68, 345.66, 99.37, 251.66, 134.24]","[34.1, 304.18, 138.72, 317.98, 324.91, 284.42]",Single Line,Yes,100
TK1859,JN0403,JN0222,466.0,2,"[243.42, 317.09, 133.49, 116.36, 283.77, 342.33, 185.07, 186.53, 444.67, 241.6, 459.61, 402.08, 298.08, 4.26, 137.9, 194.62, 304.21, 184.31, 385.76, 308.91, 161.78, 365.54, 141.24]","[29.26, 80.41, 1.28, 387.87, 292.23, 265.88, 308.51, 304.58, 263.52]",Single Line,No,160
TK1860,JN0494,JN0169,463.53,1,"[210.33, 387.01, 385.12, 11.13, 103.39, 196.48, 21.86, 120.81, 119.73, 99.46, 183.86, 376.85, 113.15, 269.8, 258.45, 379.13, 182.63, 103.63, 413.24, 386.09, 288.08, 43.22, 7.47]","[84.65, 91.15, 63.15, 121.53, 156.62, 349.7, 328.88, 48.38, 452.92]",Single Line,No,120
