Signal_ID,Location,Track_ID,Position_KM,Initial_State,Red_Time_Sec,Yellow_Time_Sec,Green_Time_Sec,Controlled_Tracks,Signal_Type,Last_Maintenance
SG3039,JN0004-JN0630,TK0194,51.16,Red,127,13,91,"[""TK0194""]",Semi-Automatic,2025-09-05 17:37:32.340794
SG3040,JN0949-JN0622,TK2771,184.53,Red,66,7,139,"[""TK2771"", ""TK1863"", ""TK1310""]",Manual,2025-08-26 17:37:32.341920
SG3041,JN0599-JN0133,TK2051,30.07,Green,129,6,118,"[""TK2051"", ""TK2059"", ""TK2871""]",Automatic,2024-09-24 17:37:32.343048
SG3042,JN0324-JN0948,TK1583,9.37,Yellow,80,6,282,"[""TK1583""]",Semi-Automatic,2025-02-16 17:37:32.343771
SG3043,JN0448-JN0544,TK2667,97.34,Red,123,14,109,"[""TK2667"", ""TK1914"", ""TK0902""]",Semi-Automatic,2025-04-03 17:37:32.345013
SG3044,JN0638-JN0067,TK2481,47.46,Red,178,13,97,"[""TK2481"", ""TK0894"", ""TK2771""]",Automatic,2025-07-25 17:37:32.346215
SG3045,JN0761-JN0990,TK0187,29.8,Yellow,147,13,223,"[""TK0187""]",Automatic,2024-09-27 17:37:32.346956
SG3046,JN0446-JN0283,TK2895,43.03,Yellow,126,13,224,"[""TK2895"", ""TK1638"", ""TK2515""]",Automatic,2025-06-15 17:37:32.348093
SG3047,JN0019-JN0851,TK1914,114.0,Green,136,6,260,"[""TK1914""]",Semi-Automatic,2025-04-27 17:37:32.348817
SG3048,JN0129-JN0659,TK1876,61.06,Yellow,76,7,155,"[""TK1876""]",Automatic,2025-03-20 17:37:32.349537
SG3049,JN0413-JN0660,TK2108,251.26,Yellow,106,8,295,"[""TK2108""]",Automatic,2025-08-28 17:37:32.350266
SG3050,JN0337-JN0295,TK1615,154.88,Red,123,13,294,"[""TK1615"", ""TK1068"", ""TK2263""]",Manual,2025-02-11 17:37:32.351422
SG3051,JN0201-JN0181,TK2120,60.88,Green,82,13,200,"[""TK2120""]",Automatic,2024-12-24 17:37:32.352199
SG3052,JN0782-JN0968,TK2699,60.5,Yellow,175,13,164,"[""TK2699""]",Semi-Automatic,2025-08-04 17:37:32.352978
SG3053,JN0448-JN0544,TK2667,192.48,Green,110,11,159,"[""TK2667"", ""TK1458""]",Manual,2024-10-27 17:37:32.354185
SG3054,JN0952-JN0915,TK1213,141.35,Red,87,6,159,"[""TK1213""]",Semi-Automatic,2024-12-13 17:37:32.354964
SG3055,JN0179-JN0256,TK0647,258.21,Yellow,85,8,245,"[""TK0647"", ""TK0411"", ""TK1484""]",Automatic,2025-07-21 17:37:32.356126
SG3056,JN0715-JN0059,TK1436,46.09,Yellow,102,5,131,"[""TK1436""]",Semi-Automatic,2024-11-24 17:37:32.356858
SG3057,JN0864-JN0871,TK2580,170.39,Yellow,158,8,174,"[""TK2580""]",Manual,2025-03-09 17:37:32.357587
SG3058,JN0091-JN0723,TK0433,25.65,Red,120,8,145,"[""TK0433""]",Automatic,2025-02-09 17:37:32.358346
SG3059,JN0754-JN0186,TK2276,83.48,Yellow,80,10,207,"[""TK2276""]",Manual,2025-04-29 17:37:32.359081
SG3060,JN0865-JN0563,TK2525,3.33,Green,139,14,271,"[""TK2525""]",Manual,2024-10-27 17:37:32.359832
SG3061,JN0478-JN0800,TK1183,28.72,Red,173,11,145,"[""TK1183""]",Manual,2025-07-20 17:37:32.360556
SG3062,JN0367-JN0569,TK2338,39.43,Green,165,5,270,"[""TK2338""]",Semi-Automatic,2025-04-23 17:37:32.361321
SG3063,JN0500-JN0308,TK2798,28.52,Red,122,8,215,"[""TK2798""]",Semi-Automatic,2025-07-12 17:37:32.362071
SG3064,JN0324-JN0948,TK1583,8.05,Green,140,7,122,"[""TK1583""]",Manual,2025-04-14 17:37:32.362788
SG3065,JN0226-JN0458,TK1105,31.64,Green,132,10,256,"[""TK1105""]",Automatic,2025-07-03 17:37:32.363507
SG3066,JN0109-JN0700,TK1565,62.4,Green,96,8,238,"[""TK1565"", ""TK1815"", ""TK1994""]",Manual,2025-04-05 17:37:32.364631
SG3067,JN0633-JN0892,TK1851,182.55,Yellow,98,7,260,"[""TK1851""]",Automatic,2025-04-21 17:37:32.365355
SG3068,JN0609-JN0684,TK2747,124.23,Red,125,5,179,"[""TK2747""]",Manual,2025-09-15 17:37:32.366069
SG3069,JN0332-JN0918,TK2571,106.0,Yellow,110,6,133,"[""TK2571""]",Automatic,2025-02-08 17:37:32.366786
SG3070,JN0160-JN0010,TK0269,14.54,Green,125,5,156,"[""TK0269""]",Automatic,2024-10-01 17:37:32.367497
SG3071,JN0715-JN0042,TK1777,0.83,Green,64,7,212,"[""TK1777""]",Manual,2025-03-02 17:37:32.368211
SG3072,JN0915-JN0745,TK0262,93.83,Green,67,10,199,"[""TK0262""]",Automatic,2025-09-06 17:37:32.368922
SG3073,JN0666-JN0529,TK2486,90.0,Green,134,14,120,"[""TK2486""]",Semi-Automatic,2024-12-23 17:37:32.369639
SG3074,JN0259-JN0753,TK2424,25.32,Green,140,5,191,"[""TK2424""]",Automatic,2025-05-18 17:37:32.370355
SG3075,JN1000-JN0469,TK2821,143.72,Yellow,102,13,146,"[""TK2821""]",Manual,2025-01-18 17:37:32.371075
SG3076,JN0333-JN0058,TK1765,30.5,Yellow,160,12,194,"[""TK1765"", ""TK2002"", ""TK1605""]",Semi-Automatic,2025-09-13 17:37:32.372194
SG3077,JN0659-JN0270,TK0020,340.24,Red,155,7,152,"[""TK0020"", ""TK1342""]",Automatic,2024-12-13 17:37:32.373322
SG3078,JN0056-JN0472,TK0203,274.81,Red,104,11,163,"[""TK0203"", ""TK0684"", ""TK0299""]",Semi-Automatic,2025-09-14 17:37:32.374445
SG3079,JN0106-JN0848,TK0678,122.46,Yellow,150,6,101,"[""TK0678""]",Automatic,2024-12-28 17:37:32.375166
SG3080,JN0696-JN0655,TK0175,154.01,Red,128,14,211,"[""TK0175""]",Automatic,2024-11-09 17:37:32.375931
SG3081,JN0531-JN0723,TK2631,73.34,Green,79,12,152,"[""TK2631""]",Automatic,2025-09-11 17:37:32.376681
SG3082,JN0707-JN0628,TK1227,12.5,Green,124,7,259,"[""TK1227""]",Automatic,2025-01-05 17:37:32.377402
SG3083,JN0504-JN0110,TK1394,113.17,Red,163,8,299,"[""TK1394""]",Manual,2025-01-27 17:37:32.378136
SG3084,JN0325-JN0012,TK1973,314.88,Yellow,125,9,207,"[""TK1973""]",Semi-Automatic,2025-04-06 17:37:32.378857
SG3085,JN0754-JN0724,TK0857,230.38,Yellow,99,5,282,"[""TK0857"", ""TK0566"", ""TK1796""]",Automatic,2024-12-03 17:37:32.379981
SG3086,JN0716-JN0498,TK0112,138.7,Yellow,83,11,122,"[""TK0112""]",Manual,2025-08-19 17:37:32.380706
SG3087,JN0672-JN0870,TK1899,253.1,Red,139,8,94,"[""TK1899""]",Semi-Automatic,2025-03-12 17:37:32.381428
SG3088,JN0562-JN0473,TK1386,121.18,Green,76,5,285,"[""TK1386"", ""TK0998"", ""TK0989""]",Automatic,2025-09-10 17:37:32.382555
SG3089,JN0047-JN0512,TK0941,2.75,Green,155,6,176,"[""TK0941"", ""TK0621""]",Semi-Automatic,2024-10-07 17:37:32.383693
SG3090,JN0403-JN0222,TK1859,288.79,Green,159,13,172,"[""TK1859""]",Manual,2024-12-27 17:37:32.384419
SG3091,JN0941-JN0594,TK2365,271.7,Green,71,6,231,"[""TK2365"", ""TK1590"", ""TK2549""]",Manual,2024-10-24 17:37:32.385551
SG3092,JN0436-JN0450,TK0402,9.44,Green,127,12,261,"[""TK0402""]",Semi-Automatic,2025-07-13 17:37:32.386326
SG3093,JN0712-JN0666,TK0620,114.97,Green,72,5,165,"[""TK0620"", ""TK1433"", ""TK0865""]",Automatic,2025-07-17 17:37:32.387460
SG3094,JN0667-JN0280,TK2646,17.09,Yellow,80,6,186,"[""TK2646"", ""TK0838""]",Automatic,2025-05-27 17:37:32.388594
SG3095,JN0806-JN0456,TK0118,35.47,Green,143,6,249,"[""TK0118""]",Semi-Automatic,2025-07-14 17:37:32.389321
SG3096,JN0420-JN0261,TK1486,28.36,Red,144,5,121,"[""TK1486"", ""TK0113"", ""TK1354""]",Semi-Automatic,2025-05-13 17:37:32.390477
SG3097,JN0992-JN0190,TK0290,14.12,Red,94,11,281,"[""TK0290""]",Semi-Automatic,2025-08-07 17:37:32.391202
SG3098,JN0827-JN0121,TK0847,157.75,Red,113,8,198,"[""TK0847"", ""TK1639""]",Semi-Automatic,2024-10-17 17:37:32.392756
SG3099,JN0385-JN0957,TK2607,20.98,Red,106,10,230,"[""TK2607"", ""TK1246""]",Semi-Automatic,2025-03-19 17:37:32.394230
SG3100,JN0510-JN0840,TK2478,15.68,Red,142,14,227,"[""TK2478""]",Automatic,2025-05-21 17:37:32.394970
SG3101,JN0406-JN0467,TK0214,94.22,Green,163,12,212,"[""TK0214"", ""TK1844"", ""TK1474""]",Semi-Automatic,2025-01-04 17:37:32.396107
SG3102,JN0964-JN0095,TK1619,49.49,Red,128,9,273,"[""TK1619""]",Semi-Automatic,2025-03-22 17:37:32.396843
SG3103,JN0451-JN0918,TK2055,106.33,Green,70,9,182,"[""TK2055""]",Manual,2025-01-29 17:37:32.397582
SG3104,JN0570-JN0029,TK1459,11.54,Red,164,6,159,"[""TK1459""]",Automatic,2024-10-01 17:37:32.398306
SG3105,JN0550-JN0430,TK2124,109.81,Red,167,6,286,"[""TK2124""]",Manual,2025-01-03 17:37:32.399034
SG3106,JN0850-JN0255,TK2488,22.63,Yellow,68,9,247,"[""TK2488""]",Manual,2025-08-17 17:37:32.399768
SG3107,JN0794-JN0973,TK1286,3.98,Red,62,10,263,"[""TK1286""]",Manual,2025-01-16 17:37:32.400490
SG3108,JN0192-JN0580,TK0015,202.7,Green,173,10,203,"[""TK0015""]",Semi-Automatic,2025-05-16 17:37:32.401210
SG3109,JN0559-JN0895,TK2267,192.74,Green,96,13,178,"[""TK2267""]",Automatic,2025-06-03 17:37:32.401937
SG3110,JN0160-JN0506,TK2050,113.72,Green,135,8,175,"[""TK2050"", ""TK1754"", ""TK2463""]",Manual,2025-09-07 17:37:32.403071
SG3111,JN0925-JN0496,TK1969,33.64,Yellow,83,9,296,"[""TK1969"", ""TK2510"", ""TK2834""]",Semi-Automatic,2025-06-22 17:37:32.404211
SG3112,JN0133-JN0050,TK0675,34.57,Yellow,138,13,177,"[""TK0675""]",Semi-Automatic,2025-08-30 17:37:32.404943
SG3113,JN0531-JN0723,TK2631,25.57,Green,125,6,263,"[""TK2631""]",Automatic,2025-05-20 17:37:32.405670
SG3114,JN0753-JN0256,TK1814,244.09,Red,152,13,228,"[""TK1814""]",Semi-Automatic,2025-06-05 17:37:32.406411
SG3115,JN0345-JN0804,TK1131,5.02,Green,67,13,92,"[""TK1131"", ""TK1772"", ""TK0269""]",Manual,2025-07-29 17:37:32.407553
SG3116,JN0665-JN0316,TK0583,266.63,Yellow,126,12,277,"[""TK0583"", ""TK0918""]",Automatic,2025-08-27 17:37:32.408802
SG3117,JN0314-JN0958,TK2231,178.74,Green,101,5,261,"[""TK2231"", ""TK0725""]",Automatic,2025-03-01 17:37:32.409965
SG3118,JN0593-JN0812,TK0250,268.35,Yellow,82,8,130,"[""TK0250"", ""TK2920""]",Semi-Automatic,2025-07-19 17:37:32.411115
SG3119,JN0677-JN0368,TK0255,238.65,Red,65,12,205,"[""TK0255""]",Automatic,2025-09-01 17:37:32.411861
SG3120,JN0920-JN0080,TK0372,6.51,Green,136,14,277,"[""TK0372""]",Manual,2025-05-09 17:37:32.412601
SG3121,JN0056-JN0631,TK0023,9.25,Red,168,10,289,"[""TK0023""]",Manual,2025-01-16 17:37:32.413335
SG3122,JN0828-JN0383,TK1415,139.88,Red,151,13,222,"[""TK1415""]",Semi-Automatic,2025-06-20 17:37:32.414069
SG3123,JN0169-JN0432,TK1944,314.82,Red,128,14,263,"[""TK1944""]",Automatic,2025-06-07 17:37:32.414799
SG3124,JN0773-JN0692,TK0242,65.0,Red,176,6,279,"[""TK0242""]",Manual,2025-09-07 17:37:32.415527
SG3125,JN0654-JN0113,TK2649,47.13,Red,78,9,181,"[""TK2649"", ""TK1408"", ""TK2846""]",Automatic,2025-08-20 17:37:32.416673
SG3126,JN0123-JN0446,TK2737,30.95,Yellow,147,8,254,"[""TK2737"", ""TK0902"", ""TK2710""]",Automatic,2025-07-02 17:37:32.417814
SG3127,JN0767-JN0256,TK1905,250.13,Green,97,12,144,"[""TK1905""]",Automatic,2025-06-10 17:37:32.418556
SG3128,JN0018-JN0973,TK0861,69.77,Red,151,12,139,"[""TK0861""]",Semi-Automatic,2025-08-08 17:37:32.419289
SG3129,JN0567-JN0247,TK1434,251.74,Yellow,80,14,167,"[""TK1434""]",Semi-Automatic,2025-01-05 17:37:32.420031
SG3130,JN0618-JN0017,TK1949,48.25,Yellow,89,11,207,"[""TK1949""]",Manual,2025-08-26 17:37:32.420762
SG3131,JN0564-JN0180,TK1280,38.21,Yellow,173,8,242,"[""TK1280"", ""TK2749"", ""TK0153""]",Automatic,2025-03-20 17:37:32.421910
SG3132,JN0344-JN0312,TK1690,92.82,Yellow,148,14,207,"[""TK1690""]",Automatic,2025-09-17 17:37:32.422646
SG3133,JN0116-JN0551,TK2635,70.56,Red,113,11,93,"[""TK2635"", ""TK1218"", ""TK2178""]",Automatic,2024-11-18 17:37:32.423796
SG3134,JN0106-JN0437,TK0924,213.47,Yellow,83,5,156,"[""TK0924""]",Manual,2025-07-15 17:37:32.424551
SG3135,JN0038-JN0848,TK1924,11.46,Green,83,6,124,"[""TK1924""]",Automatic,2025-09-07 17:37:32.425285
SG3136,JN0540-JN0142,TK2981,5.23,Red,124,12,140,"[""TK2981""]",Automatic,2025-06-10 17:37:32.426037
SG3137,JN0156-JN0352,TK0151,257.63,Red,110,7,126,"[""TK0151""]",Manual,2025-07-24 17:37:32.426789
SG3138,JN0389-JN0937,TK0229,283.31,Red,136,13,230,"[""TK0229""]",Manual,2024-11-06 17:37:32.427518
SG3139,JN0249-JN0886,TK1721,319.57,Red,89,12,215,"[""TK1721""]",Semi-Automatic,2025-06-20 17:37:32.428259
SG3140,JN0128-JN0817,TK0859,0.84,Yellow,94,5,196,"[""TK0859"", ""TK1286"", ""TK1288""]",Manual,2025-03-13 17:37:32.429469
SG3141,JN0614-JN0469,TK2000,248.06,Yellow,142,12,230,"[""TK2000""]",Semi-Automatic,2025-05-16 17:37:32.430220
SG3142,JN0090-JN0440,TK1381,154.56,Green,158,8,265,"[""TK1381"", ""TK2280"", ""TK2779""]",Manual,2024-09-28 17:37:32.431382
SG3143,JN0861-JN0072,TK1596,480.27,Yellow,173,6,122,"[""TK1596""]",Automatic,2024-12-17 17:37:32.432131
SG3144,JN0194-JN0118,TK1325,158.4,Yellow,158,7,128,"[""TK1325""]",Automatic,2024-10-06 17:37:32.432869
SG3145,JN0475-JN0577,TK0670,138.85,Green,103,14,118,"[""TK0670"", ""TK1500""]",Automatic,2025-07-11 17:37:32.434023
SG3146,JN0146-JN0376,TK1686,22.61,Green,140,7,167,"[""TK1686""]",Semi-Automatic,2024-09-19 17:37:32.434763
SG3147,JN0092-JN0461,TK2376,5.78,Yellow,119,7,245,"[""TK2376"", ""TK0743""]",Manual,2025-01-25 17:37:32.435941
SG3148,JN0180-JN0903,TK2662,121.97,Yellow,154,9,220,"[""TK2662"", ""TK1285""]",Manual,2025-09-13 17:37:32.437082
SG3149,JN0666-JN0106,TK1084,135.88,Red,177,8,288,"[""TK1084""]",Semi-Automatic,2025-01-03 17:37:32.437812
SG3150,JN0612-JN0325,TK2712,66.57,Yellow,79,5,253,"[""TK2712""]",Semi-Automatic,2025-07-11 17:37:32.438553
SG3151,JN0847-JN0900,TK0163,263.24,Yellow,97,13,295,"[""TK0163"", ""TK2218"", ""TK1551""]",Manual,2025-05-11 17:37:32.439721
SG3152,JN0575-JN0431,TK0387,2.33,Green,127,8,183,"[""TK0387"", ""TK2389"", ""TK1006""]",Semi-Automatic,2024-10-07 17:37:32.440863
SG3153,JN0894-JN0112,TK1989,31.52,Yellow,105,7,287,"[""TK1989"", ""TK0674"", ""TK1654""]",Automatic,2025-02-07 17:37:32.442019
SG3154,JN0429-JN0237,TK0297,209.45,Green,154,12,219,"[""TK0297""]",Automatic,2025-04-26 17:37:32.442758
SG3155,JN0555-JN0188,TK0658,83.27,Yellow,103,8,255,"[""TK0658""]",Semi-Automatic,2025-02-12 17:37:32.443518
SG3156,JN0898-JN0294,TK0389,79.69,Red,133,12,238,"[""TK0389"", ""TK2786"", ""TK1455""]",Semi-Automatic,2024-10-24 17:37:32.444679
SG3157,JN0056-JN0566,TK0475,58.33,Yellow,72,5,220,"[""TK0475""]",Automatic,2024-11-27 17:37:32.445415
SG3158,JN0623-JN0666,TK2913,107.13,Yellow,141,13,139,"[""TK2913""]",Manual,2025-06-27 17:37:32.446146
SG3159,JN0729-JN0159,TK2086,17.36,Yellow,112,6,245,"[""TK2086"", ""TK2571"", ""TK0707""]",Automatic,2024-10-13 17:37:32.447291
SG3160,JN0477-JN0651,TK1416,291.47,Yellow,63,8,90,"[""TK1416""]",Automatic,2025-01-30 17:37:32.448032
SG3161,JN0388-JN0764,TK1892,212.09,Green,119,12,133,"[""TK1892""]",Manual,2025-09-15 17:37:32.448779
SG3162,JN0275-JN0366,TK1917,72.72,Green,134,7,102,"[""TK1917""]",Automatic,2025-07-24 17:37:32.449509
SG3163,JN0606-JN0756,TK0518,110.5,Red,86,13,145,"[""TK0518"", ""TK1863""]",Manual,2025-03-30 17:37:32.450697
SG3164,JN0001-JN0438,TK1964,233.8,Red,129,10,152,"[""TK1964""]",Manual,2024-12-09 17:37:32.451448
SG3165,JN0048-JN0822,TK1250,399.97,Green,87,11,298,"[""TK1250""]",Automatic,2025-05-17 17:37:32.452193
SG3166,JN0181-JN0588,TK2423,127.19,Red,87,12,296,"[""TK2423""]",Automatic,2024-09-30 17:37:32.452935
SG3167,JN0959-JN0529,TK1865,39.38,Red,132,8,251,"[""TK1865""]",Semi-Automatic,2024-11-05 17:37:32.453659
SG3168,JN0732-JN0838,TK1352,241.58,Yellow,74,12,112,"[""TK1352"", ""TK1175"", ""TK1504""]",Automatic,2025-06-25 17:37:32.454878
SG3169,JN0748-JN0296,TK2643,40.87,Red,173,12,283,"[""TK2643"", ""TK0389""]",Automatic,2024-11-16 17:37:32.456047
SG3170,JN0334-JN0798,TK1725,162.26,Green,88,11,155,"[""TK1725"", ""TK1417""]",Manual,2025-06-05 17:37:32.457203
SG3171,JN0176-JN0435,TK2818,26.77,Yellow,126,9,91,"[""TK2818""]",Semi-Automatic,2025-05-08 17:37:32.457962
SG3172,JN0766-JN0757,TK2892,27.42,Yellow,83,13,181,"[""TK2892"", ""TK2997"", ""TK0745""]",Automatic,2024-11-26 17:37:32.459119
SG3173,JN0754-JN0949,TK2725,200.94,Red,160,10,255,"[""TK2725""]",Automatic,2024-12-11 17:37:32.459855
SG3174,JN0323-JN0556,TK1176,87.1,Green,122,7,104,"[""TK1176""]",Manual,2025-07-24 17:37:32.460587
SG3175,JN0028-JN0122,TK0469,170.56,Yellow,168,10,236,"[""TK0469""]",Automatic,2025-01-13 17:37:32.461315
SG3176,JN0400-JN0370,TK2877,218.38,Green,85,9,163,"[""TK2877""]",Manual,2025-02-02 17:37:32.462039
SG3177,JN0585-JN0690,TK2173,12.28,Green,149,7,175,"[""TK2173"", ""TK0858"", ""TK1423""]",Manual,2025-06-10 17:37:32.463177
SG3178,JN0594-JN0704,TK1843,64.42,Yellow,139,10,222,"[""TK1843""]",Automatic,2024-09-19 17:37:32.463912
SG3179,JN0397-JN0986,TK0178,46.82,Red,151,11,148,"[""TK0178"", ""TK0431""]",Manual,2025-08-10 17:37:32.465069
SG3180,JN0128-JN0841,TK0597,298.76,Green,116,11,140,"[""TK0597""]",Manual,2025-07-31 17:37:32.465807
SG3181,JN0864-JN0155,TK2841,113.49,Yellow,129,14,117,"[""TK2841""]",Semi-Automatic,2025-02-10 17:37:32.466539
SG3182,JN0775-JN0491,TK0412,262.04,Green,106,8,258,"[""TK0412""]",Automatic,2025-04-23 17:37:32.467271
SG3183,JN0853-JN0483,TK0718,166.79,Yellow,69,13,248,"[""TK0718"", ""TK1420"", ""TK2812""]",Manual,2025-08-20 17:37:32.468420
SG3184,JN0653-JN0705,TK2946,16.21,Green,106,13,212,"[""TK2946""]",Manual,2025-04-14 17:37:32.469166
SG3185,JN0549-JN0410,TK1504,15.46,Yellow,160,8,111,"[""TK1504""]",Semi-Automatic,2024-10-27 17:37:32.469950
SG3186,JN0614-JN0903,TK1898,33.88,Yellow,137,11,251,"[""TK1898""]",Automatic,2024-10-30 17:37:32.470704
SG3187,JN0429-JN0237,TK0297,259.75,Yellow,177,5,237,"[""TK0297""]",Semi-Automatic,2024-11-23 17:37:32.471438
SG3188,JN0002-JN0150,TK0119,260.36,Red,68,13,93,"[""TK0119""]",Automatic,2025-05-10 17:37:32.472170
SG3189,JN0725-JN0946,TK1216,237.49,Red,143,7,201,"[""TK1216""]",Semi-Automatic,2024-10-02 17:37:32.472900
SG3190,JN0375-JN0115,TK2901,199.28,Red,93,10,246,"[""TK2901""]",Manual,2024-12-28 17:37:32.473632
SG3191,JN0949-JN0798,TK1056,99.94,Green,179,7,169,"[""TK1056"", ""TK0926""]",Manual,2024-12-16 17:37:32.474795
SG3192,JN0916-JN0180,TK2985,190.38,Green,156,5,157,"[""TK2985"", ""TK0731"", ""TK2225""]",Automatic,2024-12-27 17:37:32.475943
SG3193,JN0077-JN0062,TK0754,149.64,Green,66,5,282,"[""TK0754""]",Manual,2024-12-31 17:37:32.476680
SG3194,JN0146-JN0849,TK2555,47.17,Yellow,65,13,273,"[""TK2555""]",Semi-Automatic,2025-09-01 17:37:32.477417
SG3195,JN0175-JN0292,TK2552,16.18,Yellow,124,5,134,"[""TK2552""]",Manual,2025-03-08 17:37:32.478156
SG3196,JN0512-JN0230,TK0659,48.78,Yellow,145,14,249,"[""TK0659""]",Semi-Automatic,2025-04-13 17:37:32.478891
SG3197,JN0824-JN0065,TK0292,161.95,Red,149,7,184,"[""TK0292"", ""TK1743""]",Semi-Automatic,2025-02-01 17:37:32.480061
SG3198,JN0504-JN0936,TK1134,356.06,Red,118,13,265,"[""TK1134"", ""TK0830"", ""TK2997""]",Manual,2025-05-31 17:37:32.481210
SG3199,JN0475-JN0577,TK0670,108.22,Yellow,169,12,298,"[""TK0670""]",Semi-Automatic,2025-08-16 17:37:32.481943
SG3200,JN0966-JN0100,TK0958,198.67,Red,162,5,175,"[""TK0958""]",Manual,2024-11-05 17:37:32.482675
SG3201,JN0550-JN0759,TK0972,70.46,Red,168,7,179,"[""TK0972"", ""TK0553""]",Semi-Automatic,2024-12-25 17:37:32.483817
SG3202,JN0140-JN0765,TK1650,36.04,Yellow,111,9,268,"[""TK1650""]",Manual,2025-08-19 17:37:32.484554
SG3203,JN0668-JN0016,TK1759,63.94,Yellow,170,6,140,"[""TK1759""]",Manual,2025-08-26 17:37:32.485281
SG3204,JN0146-JN0178,TK2804,165.52,Green,68,5,128,"[""TK2804"", ""TK1004"", ""TK1913""]",Semi-Automatic,2024-09-28 17:37:32.486412
SG3205,JN0228-JN0823,TK2325,316.09,Red,96,11,125,"[""TK2325"", ""TK2797""]",Semi-Automatic,2025-05-15 17:37:32.487554
SG3206,JN0586-JN0303,TK1171,80.09,Green,156,14,289,"[""TK1171""]",Automatic,2025-04-02 17:37:32.488282
SG3207,JN0025-JN0424,TK2497,174.81,Yellow,142,8,218,"[""TK2497""]",Manual,2025-07-15 17:37:32.489010
SG3208,JN0887-JN0313,TK2449,121.98,Yellow,88,11,174,"[""TK2449""]",Semi-Automatic,2024-11-15 17:37:32.489741
SG3209,JN0311-JN0731,TK0315,36.8,Red,91,11,296,"[""TK0315""]",Manual,2024-10-04 17:37:32.490489
SG3210,JN0958-JN0470,TK0274,148.17,Red,158,5,284,"[""TK0274""]",Manual,2025-01-18 17:37:32.491218
SG3211,JN0641-JN0006,TK1201,75.13,Red,153,10,263,"[""TK1201"", ""TK1641""]",Manual,2025-06-10 17:37:32.492359
SG3212,JN0946-JN0531,TK1537,308.76,Green,171,6,229,"[""TK1537""]",Automatic,2024-11-29 17:37:32.493098
SG3213,JN0366-JN0505,TK2690,406.81,Green,76,13,201,"[""TK2690""]",Automatic,2025-04-11 17:37:32.493836
SG3214,JN0219-JN0620,TK1461,11.74,Yellow,62,14,182,"[""TK1461""]",Semi-Automatic,2024-09-25 17:37:32.494571
SG3215,JN0814-JN0397,TK1567,199.18,Red,158,6,210,"[""TK1567""]",Semi-Automatic,2024-09-28 17:37:32.495320
SG3216,JN0965-JN0964,TK2272,175.07,Red,143,5,98,"[""TK2272""]",Semi-Automatic,2024-09-30 17:37:32.496049
SG3217,JN0129-JN0659,TK1876,24.34,Green,80,11,225,"[""TK1876""]",Automatic,2025-03-12 17:37:32.496773
SG3218,JN0176-JN0273,TK2500,292.67,Green,129,7,296,"[""TK2500""]",Semi-Automatic,2025-05-10 17:37:32.497497
SG3219,JN0584-JN0270,TK0131,51.05,Green,146,5,193,"[""TK0131""]",Automatic,2025-09-10 17:37:32.498225
SG3220,JN0247-JN0178,TK2709,51.4,Red,75,10,294,"[""TK2709""]",Automatic,2025-08-16 17:37:32.498956
SG3221,JN0328-JN0302,TK0347,333.61,Yellow,105,14,143,"[""TK0347""]",Manual,2025-09-03 17:37:32.499687
SG3222,JN0668-JN0112,TK0319,234.38,Red,77,12,274,"[""TK0319""]",Automatic,2024-12-01 17:37:32.500413
SG3223,JN0153-JN0627,TK2462,123.09,Yellow,152,7,154,"[""TK2462""]",Automatic,2025-07-01 17:37:32.501168
SG3224,JN0889-JN0543,TK2327,312.33,Yellow,149,14,119,"[""TK2327""]",Semi-Automatic,2025-05-28 17:37:32.501898
SG3225,JN0692-JN0882,TK1421,6.75,Green,131,14,229,"[""TK1421"", ""TK1408""]",Automatic,2025-06-22 17:37:32.503038
SG3226,JN0011-JN0823,TK1265,55.42,Green,123,11,298,"[""TK1265""]",Manual,2024-12-07 17:37:32.503770
SG3227,JN0415-JN0143,TK2871,127.01,Red,62,6,120,"[""TK2871""]",Semi-Automatic,2024-10-18 17:37:32.504502
SG3228,JN0112-JN0270,TK2932,1.07,Red,95,13,100,"[""TK2932""]",Semi-Automatic,2025-06-19 17:37:32.505229
SG3229,JN0811-JN0072,TK0887,253.98,Yellow,85,5,112,"[""TK0887""]",Manual,2025-04-12 17:37:32.505965
SG3230,JN0501-JN0594,TK1664,450.26,Green,134,13,128,"[""TK1664""]",Manual,2025-04-29 17:37:32.506691
SG3231,JN0594-JN0329,TK1365,5.92,Red,159,5,133,"[""TK1365""]",Manual,2025-06-21 17:37:32.507414
SG3232,JN0537-JN0867,TK1353,2.43,Red,97,11,130,"[""TK1353""]",Manual,2025-06-21 17:37:32.508131
SG3233,JN0981-JN0778,TK0288,225.15,Yellow,105,6,147,"[""TK0288"", ""TK1884""]",Manual,2025-06-06 17:37:32.509261
SG3234,JN0157-JN0266,TK0253,142.35,Yellow,92,5,143,"[""TK0253""]",Manual,2025-07-20 17:37:32.510014
SG3235,JN0445-JN0707,TK2237,50.58,Red,64,12,153,"[""TK2237""]",Semi-Automatic,2025-06-15 17:37:32.510763
SG3236,JN0185-JN0389,TK0909,39.19,Green,131,13,257,"[""TK0909"", ""TK1522"", ""TK2067""]",Automatic,2025-03-25 17:37:32.511903
SG3237,JN0971-JN0098,TK0047,106.76,Yellow,118,13,192,"[""TK0047""]",Automatic,2025-05-05 17:37:32.512629
SG3238,JN0527-JN0801,TK2918,71.71,Yellow,104,13,248,"[""TK2918""]",Automatic,2024-11-09 17:37:32.513355
