Train_ID,Train_Name,Train_Type,Max_Speed,Avg_Speed,Train_Length,Capacity,Priority_Level,Color_Code
TR0677,Nashik_Central_Rajdhani_677,Rajdhani,148,130,328,482,1,#FFFF00
TR0678,Satna_Passenger_678,Passenger,92,73,294,861,2,#00FF00
TR0679,Gulbarga_Freight_679,Freight,81,70,443,4490,3,#008000
TR0680,Madurai_Junction_Local_680,Local,94,81,222,978,2,#000080
TR0681,Indore_Terminal_Freight_681,Freight,83,62,242,4856,3,#008000
TR0682,Vijayawada_Terminal_Express_682,Express,117,99,362,1292,2,#FFFF00
TR0683,Ludhiana_Rajdhani_683,Rajdhani,172,149,268,765,1,#00FF00
TR0684,Kochi_Junction_Metro_684,Metro,80,69,157,1117,2,#808000
TR0685,Meerut_Metro_685,Metro,87,71,181,937,2,#0000FF
TR0686,Bhilai_Local_686,Local,106,89,251,986,2,#FFA500
TR0687,Katni_Metro_687,Metro,96,79,180,978,2,#C0C0C0
TR0688,Chennai_Central_Terminal_Shatabdi_688,Shatabdi,164,143,227,768,1,#00FFFF
TR0689,Mumbai_Central_Superfast_689,Superfast,88,77,234,1167,2,#C0C0C0
TR0690,Bareilly_Express_690,Express,110,90,356,1479,2,#008080
TR0691,Ludhiana_Terminal_Express_691,Express,101,81,253,1311,2,#FFA500
TR0692,Shimla_Terminal_Superfast_692,Superfast,90,75,217,687,2,#FF0000
TR0693,Surat_Central_Rajdhani_693,Rajdhani,142,114,320,641,1,#00FFFF
TR0694,Gwalior_Shatabdi_694,Shatabdi,160,133,291,532,1,#00FF00
TR0695,Bellary_Rajdhani_695,Rajdhani,142,115,283,702,1,#0000FF
TR0696,Allahabad_Junction_Local_696,Local,84,74,289,795,2,#808000
TR0697,Bokaro_Metro_697,Metro,79,63,120,952,2,#000080
TR0698,Udaipur_Local_698,Local,103,85,195,910,2,#FFA500
TR0699,Pune_Terminal_Metro_699,Metro,74,61,148,909,2,#000080
TR0700,Nashik_Junction_Rajdhani_700,Rajdhani,155,140,260,768,1,#00FFFF
TR0701,Mangalore_Terminal_Freight_701,Freight,72,60,349,4110,3,#00FFFF
TR0702,Chandigarh_Junction_Superfast_702,Superfast,89,73,225,1064,2,#0000FF
TR0703,Varanasi_Central_Shatabdi_703,Shatabdi,161,138,286,684,1,#808080
TR0704,Pune_Junction_Local_704,Local,94,78,294,644,2,#FF00FF
TR0705,Kota_Express_705,Express,104,84,399,1419,2,#808080
TR0706,Nashik_Central_Passenger_706,Passenger,109,90,271,1098,2,#008080
TR0707,Mangalore_Freight_707,Freight,63,52,433,2736,3,#808000
TR0708,Gwalior_Central_Shatabdi_708,Shatabdi,178,157,326,446,1,#00FFFF
TR0709,Nashik_Junction_Rajdhani_709,Rajdhani,167,145,306,471,1,#FF0000
TR0710,Mangalore_Central_Shatabdi_710,Shatabdi,172,155,273,594,1,#000080
TR0711,Surat_Central_Passenger_711,Passenger,108,97,290,953,2,#00FF00
TR0712,Bokaro_Superfast_712,Superfast,95,85,213,844,2,#C0C0C0
TR0713,Bhopal_Rajdhani_713,Rajdhani,163,139,270,416,1,#FF00FF
TR0714,Puri_Express_714,Express,116,99,352,806,1,#FF0000
TR0715,Vadodara_Junction_Passenger_715,Passenger,109,99,174,770,2,#C0C0C0
TR0716,Trivandrum_Superfast_716,Superfast,90,71,293,979,2,#00FFFF
TR0717,Kolhapur_Local_717,Local,88,71,235,692,2,#008000
TR0718,Meerut_Terminal_Freight_718,Freight,71,59,432,3677,3,#808080
TR0719,Vadodara_Junction_Superfast_719,Superfast,98,86,164,1028,2,#808000
TR0720,Udaipur_Junction_Superfast_720,Superfast,93,75,295,831,2,#00FF00
TR0721,Ajmer_Junction_Metro_721,Metro,77,62,175,805,2,#800080
TR0722,Korba_Local_722,Local,94,81,231,648,2,#C0C0C0
TR0723,Silchar_Central_Superfast_723,Superfast,101,88,272,820,2,#C0C0C0
TR0724,Bilaspur_Freight_724,Freight,78,66,405,2717,3,#800080
TR0725,Nagpur_Junction_Freight_725,Freight,82,59,259,1643,3,#808000
TR0726,Kolkata_Junction_Express_726,Express,110,94,386,861,1,#008080
TR0727,Dehradun_Central_Express_727,Express,128,106,385,847,2,#000080
TR0728,Guwahati_Terminal_Express_728,Express,104,83,348,1279,2,#0000FF
TR0729,Jaipur_Terminal_Metro_729,Metro,81,65,108,891,2,#008080
TR0730,Gwalior_Shatabdi_730,Shatabdi,168,144,330,799,1,#000080
TR0731,Hubli_Junction_Local_731,Local,89,75,211,1069,2,#008080
TR0732,Siliguri_Express_732,Express,128,108,308,1327,2,#800080
TR0733,Amritsar_Central_Superfast_733,Superfast,106,95,288,899,2,#FF0000
TR0734,Gwalior_Junction_Express_734,Express,101,85,272,1195,2,#808080
TR0735,Mysore_Terminal_Metro_735,Metro,86,71,166,1038,2,#0000FF
TR0736,Bhopal_Junction_Shatabdi_736,Shatabdi,140,112,348,572,1,#808080
TR0737,Srinagar_Junction_Superfast_737,Superfast,106,93,281,1185,2,#FFA500
TR0738,Raichur_Rajdhani_738,Rajdhani,145,123,300,739,1,#008080
TR0739,Khandwa_Passenger_739,Passenger,107,90,171,1174,2,#C0C0C0
TR0740,Bikaner_Terminal_Superfast_740,Superfast,82,68,195,719,2,#00FFFF
TR0741,Aurangabad_Passenger_741,Passenger,103,86,253,1054,2,#00FFFF
TR0742,Meerut_Express_742,Express,101,79,374,1130,1,#808000
TR0743,Mumbai_Central_Terminal_Local_743,Local,91,72,258,1050,2,#0000FF
TR0744,Allahabad_Rajdhani_744,Rajdhani,154,127,312,668,1,#FFFF00
TR0745,New_Delhi_Junction_Freight_745,Freight,86,72,490,1498,3,#00FFFF
TR0746,Trivandrum_Terminal_Rajdhani_746,Rajdhani,153,131,299,513,1,#FFA500
TR0747,Jaipur_Junction_Rajdhani_747,Rajdhani,174,157,284,607,1,#000080
TR0748,Jaipur_Terminal_Freight_748,Freight,84,71,228,2596,3,#0000FF
TR0749,Patna_Freight_749,Freight,61,42,352,1572,3,#0000FF
TR0750,Meerut_Junction_Rajdhani_750,Rajdhani,163,138,227,509,1,#808000
TR0751,Kanpur_Junction_Superfast_751,Superfast,98,84,281,1161,2,#000080
TR0752,Nashik_Terminal_Local_752,Local,85,67,181,613,2,#C0C0C0
TR0753,Gwalior_Express_753,Express,126,105,324,1493,2,#008080
TR0754,Silchar_Junction_Superfast_754,Superfast,102,84,238,1170,2,#00FFFF
TR0755,Pune_Junction_Express_755,Express,121,104,392,863,1,#008080
TR0756,Jodhpur_Central_Shatabdi_756,Shatabdi,161,145,292,608,1,#808080
TR0757,Ludhiana_Express_757,Express,119,103,308,911,2,#008080
TR0758,Vadodara_Junction_Metro_758,Metro,91,78,137,1021,2,#008080
TR0759,Dibrugarh_Junction_Metro_759,Metro,95,84,148,1092,2,#00FF00
TR0760,Mangalore_Central_Local_760,Local,101,82,257,1186,2,#808000
TR0761,Shimla_Junction_Shatabdi_761,Shatabdi,159,137,239,428,1,#808080
TR0762,Jodhpur_Central_Passenger_762,Passenger,99,86,293,1038,2,#808080
TR0763,Kota_Terminal_Freight_763,Freight,66,44,438,1954,3,#808000
TR0764,Kochi_Terminal_Superfast_764,Superfast,102,85,222,855,2,#0000FF
TR0765,Siliguri_Local_765,Local,84,65,268,1064,2,#800080
TR0766,Patna_Rajdhani_766,Rajdhani,170,151,309,621,1,#008080
TR0767,Jalandhar_Rajdhani_767,Rajdhani,151,136,263,672,1,#808080
TR0768,Jalpaiguri_Superfast_768,Superfast,98,87,257,670,2,#00FF00
TR0769,Nashik_Central_Freight_769,Freight,79,68,415,4429,3,#FFFF00
TR0770,Jaipur_Central_Rajdhani_770,Rajdhani,176,158,236,786,1,#008000
TR0771,Vijayawada_Terminal_Metro_771,Metro,77,60,155,1035,2,#800080
TR0772,Dhanbad_Freight_772,Freight,73,56,255,2116,3,#000080
TR0773,Srinagar_Junction_Rajdhani_773,Rajdhani,167,152,212,524,1,#FFFF00
TR0774,Gorakhpur_Central_Superfast_774,Superfast,105,90,231,1115,2,#00FFFF
TR0775,Surat_Terminal_Rajdhani_775,Rajdhani,163,134,221,775,1,#FFA500
TR0776,Meerut_Junction_Freight_776,Freight,87,64,389,3143,3,#00FFFF
TR0777,Allahabad_Terminal_Express_777,Express,107,85,309,1154,2,#FFA500
TR0778,Kota_Central_Passenger_778,Passenger,80,64,206,1089,2,#000080
TR0779,Kanpur_Terminal_Superfast_779,Superfast,103,92,167,688,2,#008080
TR0780,Raipur_Metro_780,Metro,86,67,178,1070,2,#FFA500
TR0781,Haridwar_Rajdhani_781,Rajdhani,152,137,336,431,1,#FFFF00
TR0782,Hubli_Terminal_Express_782,Express,126,107,325,881,2,#00FFFF
TR0783,Guwahati_Freight_783,Freight,87,71,426,3808,3,#00FF00
TR0784,Mumbai_Central_Junction_Metro_784,Metro,92,76,158,995,2,#808080
TR0785,Jalandhar_Terminal_Metro_785,Metro,82,72,105,1028,2,#C0C0C0
TR0786,Rourkela_Passenger_786,Passenger,107,88,244,869,2,#FFFF00
TR0787,Shimla_Terminal_Local_787,Local,86,69,269,786,2,#FF00FF
TR0788,Chennai_Central_Central_Shatabdi_788,Shatabdi,142,116,349,530,1,#C0C0C0
TR0789,Ajmer_Junction_Shatabdi_789,Shatabdi,147,126,261,471,1,#00FFFF
TR0790,Ajmer_Terminal_Shatabdi_790,Shatabdi,171,154,330,793,1,#008080
TR0791,Jaipur_Terminal_Passenger_791,Passenger,106,92,238,907,2,#008000
TR0792,Vijayawada_Central_Rajdhani_792,Rajdhani,160,136,326,483,1,#FFFF00
TR0793,Kota_Junction_Superfast_793,Superfast,92,73,230,875,2,#FFFF00
TR0794,Shimla_Central_Passenger_794,Passenger,80,70,221,657,2,#C0C0C0
TR0795,Ajmer_Terminal_Rajdhani_795,Rajdhani,147,125,310,714,1,#C0C0C0
TR0796,Indore_Junction_Rajdhani_796,Rajdhani,176,161,215,555,1,#00FF00
TR0797,Bhopal_Shatabdi_797,Shatabdi,157,128,302,685,1,#00FF00
TR0798,Vijayawada_Junction_Superfast_798,Superfast,93,82,243,770,2,#FFA500
TR0799,Jammu_Terminal_Passenger_799,Passenger,87,75,257,742,2,#FF00FF
TR0800,Nashik_Junction_Rajdhani_800,Rajdhani,169,154,251,712,1,#00FFFF
TR0801,Bangalore_Junction_Rajdhani_801,Rajdhani,140,114,274,626,1,#008000
TR0802,Ajmer_Junction_Metro_802,Metro,84,74,177,1036,2,#800080
TR0803,Allahabad_Terminal_Metro_803,Metro,96,86,141,906,2,#0000FF
TR0804,Srinagar_Central_Freight_804,Freight,66,46,472,3910,3,#000080
TR0805,Agra_Junction_Superfast_805,Superfast,100,86,205,1023,2,#00FFFF
TR0806,Dehradun_Junction_Express_806,Express,105,86,303,1292,1,#008000
TR0807,Dibrugarh_Passenger_807,Passenger,82,70,237,738,2,#FF00FF
TR0808,Agra_Freight_808,Freight,61,37,355,1103,3,#00FFFF
TR0809,Indore_Junction_Freight_809,Freight,83,68,237,2051,3,#FF00FF
TR0810,Bikaner_Central_Freight_810,Freight,79,66,417,4797,3,#808000
TR0811,Jalandhar_Junction_Local_811,Local,105,92,181,1169,2,#008000
TR0812,Pune_Junction_Local_812,Local,102,90,248,785,2,#800080
TR0813,Guwahati_Freight_813,Freight,87,77,409,2961,3,#800080
TR0814,Vadodara_Central_Passenger_814,Passenger,91,74,263,1071,2,#00FFFF
TR0815,Kota_Terminal_Local_815,Local,106,88,293,966,2,#008080
TR0816,Ajmer_Rajdhani_816,Rajdhani,163,142,224,541,1,#0000FF
TR0817,Kanpur_Express_817,Express,123,103,353,872,1,#0000FF
TR0818,Amritsar_Terminal_Freight_818,Freight,83,69,482,2218,3,#FF0000
TR0819,Kochi_Rajdhani_819,Rajdhani,174,148,243,504,1,#00FF00
TR0820,Chandigarh_Junction_Rajdhani_820,Rajdhani,170,154,339,739,1,#FFFF00
TR0821,Trivandrum_Junction_Rajdhani_821,Rajdhani,140,120,265,488,1,#0000FF
TR0822,Meerut_Express_822,Express,120,97,365,1232,1,#C0C0C0
TR0823,Chandigarh_Central_Rajdhani_823,Rajdhani,154,126,220,424,1,#008000
TR0824,Srinagar_Express_824,Express,104,84,357,1424,2,#FFA500
TR0825,Nashik_Central_Local_825,Local,106,95,189,791,2,#008000
TR0826,Gorakhpur_Central_Local_826,Local,96,79,210,1102,2,#FF00FF
TR0827,Kolkata_Central_Express_827,Express,112,93,351,1110,2,#FF00FF
TR0828,Allahabad_Junction_Passenger_828,Passenger,106,95,253,1048,2,#0000FF
TR0829,Mangalore_Junction_Shatabdi_829,Shatabdi,150,124,275,507,1,#000080
TR0830,Kota_Junction_Superfast_830,Superfast,106,89,274,1044,2,#008080
TR0831,Cuttack_Express_831,Express,129,106,280,1414,1,#008000
TR0832,Hyderabad_Junction_Local_832,Local,80,64,189,877,2,#FF0000
TR0833,Sangli_Passenger_833,Passenger,104,85,298,1025,2,#FF0000
TR0834,Allahabad_Terminal_Shatabdi_834,Shatabdi,177,160,207,607,1,#FF0000
TR0835,Solapur_Passenger_835,Passenger,101,82,230,765,2,#C0C0C0
TR0836,Allahabad_Central_Shatabdi_836,Shatabdi,174,146,271,413,1,#00FFFF
TR0837,Hyderabad_Superfast_837,Superfast,106,96,209,1014,2,#FF00FF
TR0838,Bangalore_Shatabdi_838,Shatabdi,162,139,246,425,1,#000080
TR0839,Vadodara_Central_Local_839,Local,85,70,295,1170,2,#FF0000
TR0840,Indore_Junction_Passenger_840,Passenger,93,77,193,983,2,#0000FF
TR0841,Bikaner_Junction_Rajdhani_841,Rajdhani,174,159,321,499,1,#008080
TR0842,Bhilai_Metro_842,Metro,93,83,149,1126,2,#0000FF
TR0843,Mysore_Central_Metro_843,Metro,73,58,113,1113,2,#808080
TR0844,Mangalore_Local_844,Local,87,74,239,1028,2,#C0C0C0
TR0845,Bareilly_Junction_Express_845,Express,102,82,294,935,2,#800080
TR0846,Amritsar_Terminal_Rajdhani_846,Rajdhani,178,154,256,524,1,#0000FF
TR0847,Meerut_Junction_Shatabdi_847,Shatabdi,149,129,313,545,1,#FF00FF
TR0848,Jodhpur_Junction_Superfast_848,Superfast,86,75,275,770,2,#FFA500
TR0849,Chennai_Central_Superfast_849,Superfast,109,94,257,1093,2,#C0C0C0
TR0850,Mangalore_Central_Rajdhani_850,Rajdhani,145,121,214,545,1,#000080
TR0851,Hyderabad_Metro_851,Metro,78,64,183,1001,2,#800080
TR0852,Patna_Terminal_Freight_852,Freight,62,43,498,4722,3,#FFFF00
TR0853,Trivandrum_Terminal_Rajdhani_853,Rajdhani,143,128,332,696,1,#00FFFF
TR0854,Ludhiana_Junction_Metro_854,Metro,75,63,164,821,2,#00FFFF
TR0855,Dhanbad_Metro_855,Metro,92,73,108,802,2,#008080
TR0856,Silchar_Junction_Rajdhani_856,Rajdhani,153,138,312,417,1,#008000
TR0857,Srinagar_Rajdhani_857,Rajdhani,149,132,268,524,1,#FFFF00
TR0858,Satna_Metro_858,Metro,92,74,124,1036,2,#808080
TR0859,Solapur_Express_859,Express,124,100,274,1405,2,#0000FF
TR0860,Gulbarga_Local_860,Local,95,84,160,698,2,#FF00FF
TR0861,Bilaspur_Shatabdi_861,Shatabdi,146,125,325,608,1,#00FF00
TR0862,Vadodara_Local_862,Local,104,85,224,653,2,#FF0000
TR0863,Mumbai_Central_Central_Freight_863,Freight,77,65,386,2012,3,#00FFFF
TR0864,Vadodara_Central_Passenger_864,Passenger,91,72,226,675,2,#FFA500
TR0865,Sangli_Shatabdi_865,Shatabdi,141,117,226,714,1,#800080
TR0866,Ludhiana_Rajdhani_866,Rajdhani,179,153,340,411,1,#FF0000
TR0867,Ratlam_Rajdhani_867,Rajdhani,156,134,207,691,1,#000080
TR0868,Singrauli_Metro_868,Metro,73,58,146,1148,2,#FF00FF
TR0869,Jaipur_Junction_Shatabdi_869,Shatabdi,162,134,323,470,1,#FF00FF
TR0870,Haridwar_Terminal_Superfast_870,Superfast,82,69,168,1030,2,#000080
TR0871,Trivandrum_Superfast_871,Superfast,84,68,297,884,2,#00FFFF
TR0872,Gwalior_Junction_Rajdhani_872,Rajdhani,175,159,215,623,1,#FF00FF
TR0873,Chandigarh_Junction_Shatabdi_873,Shatabdi,175,147,218,444,1,#00FF00
TR0874,Vijayawada_Superfast_874,Superfast,90,75,249,820,2,#FFFF00
TR0875,Nagpur_Junction_Local_875,Local,94,81,219,1149,2,#008000
TR0876,Bangalore_Local_876,Local,88,75,231,649,2,#FFFF00
TR0877,Jammu_Junction_Rajdhani_877,Rajdhani,150,131,267,677,1,#008080
TR0878,Ujjain_Express_878,Express,112,88,384,1448,2,#0000FF
TR0879,Chennai_Central_Junction_Express_879,Express,129,112,332,1240,2,#FF00FF
TR0880,Bareilly_Junction_Metro_880,Metro,71,58,101,937,2,#008080
TR0881,Ahmedabad_Junction_Metro_881,Metro,86,70,130,1044,2,#800080
TR0882,Itarsi_Passenger_882,Passenger,90,74,153,940,2,#000080
TR0883,Srinagar_Junction_Rajdhani_883,Rajdhani,151,122,291,608,1,#FF0000
TR0884,Pune_Terminal_Rajdhani_884,Rajdhani,167,148,329,505,1,#800080
TR0885,Silchar_Local_885,Local,91,79,189,1009,2,#808000
TR0886,Silchar_Central_Freight_886,Freight,72,60,394,1011,3,#808000
TR0887,Raichur_Passenger_887,Passenger,101,90,179,915,2,#00FFFF
TR0888,Haridwar_Local_888,Local,104,85,191,1043,2,#FF0000
TR0889,Srinagar_Superfast_889,Superfast,103,85,191,973,2,#FF00FF
TR0890,Mysore_Shatabdi_890,Shatabdi,155,128,306,421,1,#008000
TR0891,Indore_Metro_891,Metro,71,52,165,888,2,#800080
TR0892,Chennai_Central_Central_Passenger_892,Passenger,91,72,159,800,2,#008000
TR0893,Udaipur_Junction_Express_893,Express,115,97,314,838,2,#008080
TR0894,Solapur_Local_894,Local,103,88,206,985,2,#00FF00
TR0895,Jaipur_Junction_Superfast_895,Superfast,94,80,233,755,2,#FFA500
TR0896,Hyderabad_Junction_Metro_896,Metro,90,71,177,909,2,#00FF00
TR0897,Singrauli_Metro_897,Metro,83,72,157,927,2,#00FFFF
TR0898,Vijayawada_Metro_898,Metro,75,62,135,972,2,#808080
TR0899,Kochi_Junction_Rajdhani_899,Rajdhani,155,128,295,755,1,#C0C0C0
TR0900,Bhopal_Central_Local_900,Local,99,88,258,893,2,#808000
TR0901,Patna_Central_Superfast_901,Superfast,83,69,289,703,2,#FF0000
TR0902,Surat_Superfast_902,Superfast,102,86,181,1157,2,#008080
TR0903,Bangalore_Junction_Passenger_903,Passenger,88,73,193,1094,2,#FF00FF
TR0904,Ludhiana_Superfast_904,Superfast,106,93,228,805,2,#FF0000
TR0905,Lucknow_Junction_Superfast_905,Superfast,82,72,232,1075,2,#00FFFF
TR0906,Vadodara_Terminal_Shatabdi_906,Shatabdi,162,140,234,796,1,#008000
TR0907,Bina_Superfast_907,Superfast,85,67,238,1107,2,#FFA500
TR0908,New_Delhi_Terminal_Passenger_908,Passenger,99,83,203,1186,2,#808000
TR0909,Patna_Superfast_909,Superfast,101,82,248,1127,2,#808080
TR0910,Surat_Central_Freight_910,Freight,60,36,310,3105,3,#FF0000
TR0911,Udaipur_Junction_Express_911,Express,128,110,361,1125,2,#FF0000
TR0912,Ludhiana_Junction_Freight_912,Freight,87,75,403,3756,3,#C0C0C0
TR0913,Hyderabad_Central_Local_913,Local,88,72,168,842,2,#808000
TR0914,Lucknow_Central_Superfast_914,Superfast,90,72,201,685,2,#FF00FF
TR0915,Mumbai_Central_Central_Superfast_915,Superfast,101,89,191,799,2,#0000FF
TR0916,Udaipur_Junction_Express_916,Express,122,99,288,819,2,#008080
TR0917,Madurai_Junction_Rajdhani_917,Rajdhani,170,149,241,666,1,#808000
TR0918,Jodhpur_Central_Shatabdi_918,Shatabdi,173,148,333,674,1,#FFFF00
TR0919,Ajmer_Terminal_Shatabdi_919,Shatabdi,167,152,271,754,1,#FFFF00
TR0920,Ujjain_Shatabdi_920,Shatabdi,146,121,260,758,1,#008000
TR0921,Mysore_Central_Local_921,Local,105,90,266,1162,2,#808080
TR0922,Jaipur_Junction_Superfast_922,Superfast,103,85,238,868,2,#00FFFF
TR0923,Lucknow_Junction_Shatabdi_923,Shatabdi,143,118,206,704,1,#000080
TR0924,Jodhpur_Junction_Freight_924,Freight,87,72,414,3024,3,#FFA500
TR0925,Jalandhar_Terminal_Express_925,Express,127,104,278,1337,1,#FF0000
TR0926,Bareilly_Central_Local_926,Local,93,81,166,947,2,#808080
TR0927,Chandigarh_Terminal_Shatabdi_927,Shatabdi,168,141,309,478,1,#0000FF
TR0928,Vijayawada_Shatabdi_928,Shatabdi,177,156,206,616,1,#FF0000
TR0929,Jaipur_Junction_Express_929,Express,116,93,384,1129,2,#00FF00
TR0930,Udaipur_Terminal_Shatabdi_930,Shatabdi,166,148,200,560,1,#008080
TR0931,New_Delhi_Express_931,Express,103,88,253,1443,2,#FFA500
TR0932,Coimbatore_Junction_Shatabdi_932,Shatabdi,148,121,207,690,1,#0000FF
TR0933,Solapur_Local_933,Local,97,84,181,882,2,#008000
TR0934,Chennai_Central_Express_934,Express,127,110,280,1358,1,#FF00FF
TR0935,Jodhpur_Passenger_935,Passenger,86,67,281,638,2,#808080
TR0936,Jammu_Central_Shatabdi_936,Shatabdi,150,134,211,507,1,#FFFF00
TR0937,Jaipur_Terminal_Express_937,Express,125,106,250,1054,1,#000080
TR0938,Varanasi_Express_938,Express,122,98,335,1189,1,#FF00FF
TR0939,Dehradun_Terminal_Express_939,Express,129,110,282,1341,2,#FF00FF
TR0940,Singrauli_Local_940,Local,101,85,298,845,2,#FFA500
TR0941,Udaipur_Central_Superfast_941,Superfast,80,66,151,870,2,#FFA500
TR0942,Agra_Central_Superfast_942,Superfast,91,76,152,873,2,#808000
TR0943,Ajmer_Terminal_Express_943,Express,111,91,357,1220,1,#000080
TR0944,Kanpur_Junction_Freight_944,Freight,63,43,395,1721,3,#00FF00
TR0945,Agra_Junction_Superfast_945,Superfast,103,88,276,1049,2,#000080
TR0946,Patna_Central_Passenger_946,Passenger,102,84,204,684,2,#808080
TR0947,Bikaner_Central_Rajdhani_947,Rajdhani,167,141,318,578,1,#008000
TR0948,Puri_Express_948,Express,112,92,291,1215,1,#808000
TR0949,Kanpur_Express_949,Express,126,105,332,922,2,#008080
TR0950,Lucknow_Central_Superfast_950,Superfast,94,82,289,1117,2,#00FFFF
TR0951,Ahmedabad_Superfast_951,Superfast,108,96,285,666,2,#FFA500
TR0952,Agra_Terminal_Express_952,Express,119,101,294,1490,2,#FFA500
TR0953,Solapur_Metro_953,Metro,82,70,159,808,2,#C0C0C0
TR0954,Hyderabad_Central_Superfast_954,Superfast,104,88,220,614,2,#00FF00
TR0955,Kanpur_Passenger_955,Passenger,101,84,150,712,2,#808000
TR0956,Silchar_Metro_956,Metro,83,66,188,1168,2,#008080
TR0957,Solapur_Passenger_957,Passenger,96,77,261,1093,2,#008000
TR0958,Meerut_Junction_Local_958,Local,104,88,283,770,2,#808000
TR0959,Ajmer_Junction_Passenger_959,Passenger,97,86,212,914,2,#008080
TR0960,Nashik_Junction_Freight_960,Freight,83,63,310,2695,3,#800080
TR0961,Srinagar_Terminal_Metro_961,Metro,89,79,145,867,2,#0000FF
TR0962,Meerut_Junction_Express_962,Express,107,87,262,1231,2,#008000
TR0963,Korba_Local_963,Local,101,90,231,966,2,#000080
TR0964,Kota_Central_Rajdhani_964,Rajdhani,151,122,310,513,1,#808000
TR0965,Jaipur_Freight_965,Freight,62,46,225,2332,3,#00FFFF
TR0966,Hubli_Central_Superfast_966,Superfast,91,74,200,832,2,#FFA500
TR0967,Singrauli_Shatabdi_967,Shatabdi,162,140,281,674,1,#FFA500
TR0968,Udaipur_Central_Local_968,Local,107,97,272,1139,2,#C0C0C0
TR0969,Jaipur_Terminal_Shatabdi_969,Shatabdi,176,152,297,498,1,#0000FF
TR0970,Rourkela_Metro_970,Metro,85,70,186,1132,2,#00FFFF
TR0971,Bina_Metro_971,Metro,97,85,145,972,2,#008080
TR0972,Coimbatore_Central_Rajdhani_972,Rajdhani,161,142,284,681,1,#008000
TR0973,Hubli_Central_Passenger_973,Passenger,85,69,236,663,2,#808000
TR0974,New_Delhi_Central_Rajdhani_974,Rajdhani,171,143,345,476,1,#FF0000
TR0975,Kanpur_Terminal_Superfast_975,Superfast,104,88,237,1065,2,#800080
TR0976,Mumbai_Central_Terminal_Freight_976,Freight,69,53,333,2073,3,#008000
TR0977,Haridwar_Superfast_977,Superfast,92,74,239,1132,2,#C0C0C0
TR0978,Kolkata_Junction_Superfast_978,Superfast,96,80,266,700,2,#FF0000
TR0979,Amritsar_Local_979,Local,88,77,207,1136,2,#00FFFF
TR0980,Varanasi_Terminal_Freight_980,Freight,84,62,274,3597,3,#00FF00
TR0981,Srinagar_Central_Metro_981,Metro,72,56,198,1172,2,#800080
TR0982,Allahabad_Freight_982,Freight,77,67,436,2907,3,#808080
TR0983,Silchar_Terminal_Passenger_983,Passenger,83,65,275,1028,2,#00FF00
TR0984,Vijayawada_Terminal_Passenger_984,Passenger,95,84,296,820,2,#0000FF
TR0985,Surat_Central_Passenger_985,Passenger,95,80,222,1098,2,#000080
TR0986,Pune_Junction_Freight_986,Freight,60,49,435,2871,3,#FFA500
TR0987,Khandwa_Express_987,Express,101,78,371,844,2,#008000
TR0988,Jodhpur_Metro_988,Metro,80,64,109,1086,2,#008000
TR0989,Jammu_Terminal_Local_989,Local,97,80,222,980,2,#FFFF00
TR0990,Coimbatore_Terminal_Rajdhani_990,Rajdhani,179,156,336,508,1,#FFFF00
TR0991,Patna_Passenger_991,Passenger,95,83,154,668,2,#00FF00
TR0992,Hubli_Junction_Rajdhani_992,Rajdhani,141,114,203,412,1,#C0C0C0
TR0993,Lucknow_Express_993,Express,128,105,359,807,2,#808080
TR0994,Varanasi_Central_Superfast_994,Superfast,90,78,191,1084,2,#FFFF00
TR0995,Cuttack_Metro_995,Metro,82,68,172,873,2,#FFA500
TR0996,Bilaspur_Express_996,Express,121,99,289,1371,2,#FFA500
TR0997,Bikaner_Superfast_997,Superfast,102,83,238,778,2,#00FF00
TR0998,Coimbatore_Central_Local_998,Local,91,75,279,808,2,#C0C0C0
TR0999,Davangere_Express_999,Express,106,82,348,1174,2,#808000
TR1000,Allahabad_Junction_Shatabdi_1000,Shatabdi,159,140,258,613,1,#0000FF
TR1001,Surat_Shatabdi_1001,Shatabdi,155,133,267,760,1,#008000
TR1002,Bikaner_Central_Local_1002,Local,102,90,163,782,2,#0000FF
TR1003,Chandigarh_Terminal_Shatabdi_1003,Shatabdi,175,154,248,429,1,#00FFFF
TR1004,Kolhapur_Metro_1004,Metro,88,71,191,1009,2,#FFFF00
TR1005,Haridwar_Terminal_Freight_1005,Freight,69,59,372,4774,3,#FFA500
TR1006,Coimbatore_Junction_Freight_1006,Freight,69,58,205,3595,3,#00FF00
TR1007,Jodhpur_Central_Rajdhani_1007,Rajdhani,145,118,280,525,1,#800080
TR1008,Vadodara_Junction_Freight_1008,Freight,85,61,483,4186,3,#808000
TR1009,Rourkela_Shatabdi_1009,Shatabdi,153,136,220,489,1,#800080
TR1010,Lucknow_Terminal_Rajdhani_1010,Rajdhani,169,144,219,727,1,#00FFFF
TR1011,Gorakhpur_Junction_Freight_1011,Freight,66,48,356,2644,3,#800080
TR1012,Pune_Junction_Metro_1012,Metro,91,78,102,834,2,#FFA500
TR1013,Meerut_Terminal_Freight_1013,Freight,60,40,429,1463,3,#008080
TR1014,Guwahati_Central_Rajdhani_1014,Rajdhani,150,126,262,772,1,#FF00FF
TR1015,Guwahati_Passenger_1015,Passenger,106,96,282,1031,2,#0000FF
TR1016,Gorakhpur_Junction_Local_1016,Local,94,82,163,715,2,#C0C0C0
